MapName,PrimaryState,MapScale,DateOnMap,ImprintYear,LinktoMetadata,EditYear,PhotoRevisionYear,NoWoodlandTint,VisualVersionNumber,AerialPhotoYear,FieldCheckYear,PhotoInspectionYear,SurveyYear,Datum,Projection,Advance,Preliminary,Provisional,Interim,Planimetric,SpecialPrinting,SpecialMap,ShadedRelief,Orthophoto,PubUsgs,PubArmyCorpEng,PubArmyMap,PubWarDept,PubMilitaryOther,PubForestServ,PubReclamation,PubBurLandMgmt,PubNatlParkServ,PubIndianAffairs,PubEpa,PubTennValleyAuth,PubUscommerce,Keywords,MapLanguage,DownloadGeoPDF
Millerton Lake,CA,62500,1945,,298194,,,N,,,,,1942,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5502995&quad=Millerton Lake&state=CA&grid=15X15&series=Map GeoPDF
Millerton Lake,CA,62500,1965,1967,298195,,,N,,,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5502997&quad=Millerton Lake&state=CA&grid=15X15&series=Map GeoPDF
Millerton Lake East,CA,24000,1965,1967,292958,,,N,,1963,1965,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518517&quad=Millerton Lake East&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millerton Lake East,CA,24000,1965,1981,292959,1981,1981,N,,1978,1965,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518519&quad=Millerton Lake East&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millerton Lake East,CA,24000,1965,1985,292955,1981,1981,N,1,1978,1965,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518511&quad=Millerton Lake East&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millerton Lake East,CA,24000,1965,1985,292956,1981,1981,N,,1978,1965,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518513&quad=Millerton Lake East&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millerton Lake East,CA,24000,2004,2007,292957,2004,,N,1,1998,,,,NAD83,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518515&quad=Millerton Lake East&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millerton Lake East,CA,24000,2004,2007,101592,2004,,N,,1998,,,,NAD83,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,N,N,N,N,,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518509&quad=Millerton Lake East&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millerton Lake West,CA,24000,1965,1966,292962,,,N,,1963,1965,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518525&quad=Millerton Lake West&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millerton Lake West,CA,24000,1965,1981,292963,1981,1981,N,,1978,1965,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518527&quad=Millerton Lake West&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millerton Lake West,CA,24000,1965,1985,292960,1981,1981,N,1,1978,1965,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518523&quad=Millerton Lake West&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millerton Lake West,CA,24000,1965,1985,101593,1981,1981,N,,1978,,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518521&quad=Millerton Lake West&state=CA&grid=7.5X7.5&series=Map GeoPDF
Milligan,CA,24000,1985,1985,101594,1985,,N,,1981,1982,,,NAD27,Universal Transverse Mercator,N,N,Y,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518529&quad=Milligan&state=CA&grid=7.5X7.5&series=Map GeoPDF
Milligan,CA,62500,1956,1958,298196,,,N,,1955,1956,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5502999&quad=Milligan&state=CA&grid=15X15&series=Map GeoPDF
Milligan,CA,62500,1956,1965,298197,,,N,,1955,1956,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503001&quad=Milligan&state=CA&grid=15X15&series=Map GeoPDF
Mills,CA,31680,1911,,296316,,,N,,,,,1909,Unstated,Unstated,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499693&quad=Carmichael&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millux,CA,31680,1930,,296318,,,Y,,,,,1930,NAD,Polyconic,Y,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Nonstandard Press Run,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499697&quad=Millux&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millux,CA,31680,1933,1943,296320,,,N,,,,,1930,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499701&quad=Millux&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millux,CA,31680,1933,,296317,,,N,,,,,1930,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499695&quad=Millux&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millux,CA,31680,1933,,296319,,,Y,,,,,1930,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499699&quad=Millux&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millux,CA,24000,1954,1955,292966,,,N,,1952,1954,,1930,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518535&quad=Millux&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millux,CA,24000,1954,1970,292967,,1968,N,,1968,1954,,1930,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518537&quad=Millux&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millux,CA,24000,1954,1976,292965,,1973,N,1,1973,1954,,1930,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518533&quad=Millux&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millux,CA,24000,1954,1976,101595,,1973,N,,1973,,,1930,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518531&quad=Millux&state=CA&grid=7.5X7.5&series=Map GeoPDF
Millville,CA,62500,1953,1955,298199,,,N,,1951,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503005&quad=Millville&state=CA&grid=15X15&series=Map GeoPDF
Millville,CA,62500,1953,1961,298198,,,N,,1951,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503003&quad=Millville&state=CA&grid=15X15&series=Map GeoPDF
Millville,CA,62500,1953,1970,298200,,,N,,1951,1953,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503007&quad=Millville&state=CA&grid=15X15&series=Map GeoPDF
Milpitas,CA,24000,1953,1955,292969,,,N,,1948,,,1953,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518541&quad=Milpitas&state=CA&grid=7.5X7.5&series=Map GeoPDF
Milpitas,CA,24000,1961,1962,292970,,,N,,1960,,,1961,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518543&quad=Milpitas&state=CA&grid=7.5X7.5&series=Map GeoPDF
Milpitas,CA,24000,1961,1966,292971,,,N,,1960,,,1961,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518545&quad=Milpitas&state=CA&grid=7.5X7.5&series=Map GeoPDF
Milpitas,CA,24000,1961,1969,292972,,1961,N,,1968,,,1961,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518547&quad=Milpitas&state=CA&grid=7.5X7.5&series=Map GeoPDF
Milpitas,CA,24000,1961,1975,292973,,1973,N,,1973,,,1961,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518549&quad=Milpitas&state=CA&grid=7.5X7.5&series=Map GeoPDF
Milpitas,CA,24000,1961,1983,292974,1980,1980,N,1,1979,1961,,1961,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518551&quad=Milpitas&state=CA&grid=7.5X7.5&series=Map GeoPDF
Milpitas,CA,24000,1961,1983,101596,1980,1980,N,,1979,,,1961,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518539&quad=Milpitas&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mina,CA,24000,1967,1969,292977,,,N,,1964,1967,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518555&quad=Mina&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mina,CA,24000,1967,1994,101597,1994,1994,N,,1988,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518553&quad=Mina&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mindego Hill,CA,24000,1955,1957,292981,,,N,,1953,1955,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518563&quad=Mindego Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mindego Hill,CA,24000,1955,1960,292982,,,N,,1953,1955,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518565&quad=Mindego Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mindego Hill,CA,24000,1961,1961,292983,,,N,,1960,1961,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518567&quad=Mindego Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mindego Hill,CA,24000,1961,1964,292984,,,N,,1960,1961,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518569&quad=Mindego Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mindego Hill,CA,24000,1961,1969,292985,,1968,N,,1968,1961,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518571&quad=Mindego Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mindego Hill,CA,24000,1961,1976,292986,,1968,N,,1968,1961,1973,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518573&quad=Mindego Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mindego Hill,CA,24000,1961,1980,292987,1980,1980,N,,1978,1961,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518575&quad=Mindego Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mindego Hill,CA,24000,1991,1995,292979,1995,,N,1,1991,,,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518561&quad=Mindego Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mindego Hill,CA,24000,1991,1995,292978,1995,,N,,1991,,,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518559&quad=Mindego Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mindego Hill,CA,24000,1997,1999,101598,,,N,,1991,,1997,,NAD27,Universal Transverse Mercator,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518557&quad=Mindego Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mineral,CA,125000,1941,1941,299461,,,N,,,,,1935,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5505993&quad=Mineral&state=CA&grid=30X30&series=Map GeoPDF
Mineral,CA,125000,1941,1948,299462,,,N,,,,,1935,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5505995&quad=Mineral&state=CA&grid=30X30&series=Map GeoPDF
Mineral,CA,24000,1986,1986,292988,1986,,N,,1980,1982,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518589&quad=Mineral&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mineral,CA,24000,1986,1993,292989,1986,,N,,1980,1982,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518591&quad=Mineral&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mineral,CA,24000,1995,1998,101601,,,N,,1993,1995,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518587&quad=Mineral&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mineral Hill,CA,24000,1983,1983,101599,1983,,N,,1978,1980,,,NAD27,Universal Transverse Mercator,N,N,Y,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518577&quad=Mineral Hill&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mineral King,CA,24000,1988,1993,292992,1988,,N,,1983,1985,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518581&quad=Mineral King&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mineral King,CA,24000,1988,1994,292993,1994,,N,1,1983,1985,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518583&quad=Mineral King&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mineral King,CA,24000,1988,1994,101600,1988,1994,N,2,1983,1985,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518579&quad=Mineral King&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mineral King,CA,24000,1988,1994,292994,1994,,N,,1983,1985,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518585&quad=Mineral King&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mineral King,CA,62500,1956,1959,298202,,,N,,1955,1956,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503011&quad=Mineral King&state=CA&grid=15X15&series=Map GeoPDF
Mineral King,CA,62500,1956,1963,298201,,,N,,1955,1956,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503009&quad=Mineral King&state=CA&grid=15X15&series=Map GeoPDF
Mineral King,CA,62500,1956,1965,298203,,,N,,1955,1956,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503013&quad=Mineral King&state=CA&grid=15X15&series=Map GeoPDF
Mineral King,CA,62500,1967,1968,298204,1967,,N,,1955,1956,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503015&quad=Mineral King&state=CA&grid=15X15&series=Map GeoPDF
Mineral King,CA,62500,1967,1973,298205,1967,,N,,1955,1956,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503017&quad=Mineral King&state=CA&grid=15X15&series=Map GeoPDF
Minersville,CA,62500,1950,1952,298206,,,N,,1947,1950,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5503019&quad=Trinity Dam&state=CA&grid=15X15&series=Map GeoPDF
Minneola,CA,24000,1971,1973,292995,,,N,,1970,1971,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518595&quad=Minneola&state=CA&grid=7.5X7.5&series=Map GeoPDF
Minneola,CA,24000,1971,1992,101602,,,N,,1970,1971,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518593&quad=Minneola&state=CA&grid=7.5X7.5&series=Map GeoPDF
Minnesota Mountain,CA,24000,1990,1990,292997,1990,,N,,1984,1985,,,NAD27,Lambert Conformal Conic,N,N,Y,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518599&quad=Minnesota Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Minnesota Mountain,CA,24000,1998,2003,292998,1998,,N,1,1997,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518601&quad=Minnesota Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Minnesota Mountain,CA,24000,1998,2003,101603,1998,,N,,1997,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,N,N,N,N,,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518597&quad=Minnesota Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mint Canyon,CA,24000,1960,1961,293002,,,N,,1956,1960,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518609&quad=Mint Canyon&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mint Canyon,CA,24000,1960,1964,293003,,,N,,1956,1960,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518611&quad=Mint Canyon&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mint Canyon,CA,24000,1960,1975,293004,,1974,N,,1974,1960,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518613&quad=Mint Canyon&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mint Canyon,CA,24000,1960,1988,292999,1988,1988,N,,1985,1985,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518603&quad=Mint Canyon&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mint Canyon,CA,24000,1960,1994,293000,1994,1988,N,,1985,1985,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518605&quad=Mint Canyon&state=CA&grid=7.5X7.5&series=Map GeoPDF
Mint Canyon,CA,24000,1995,1999,293001,1995,,N,,1993,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518607&quad=Mint Canyon&state=CA&grid=7.5X7.5&series=Map GeoPDF
Miracle Hot Springs,CA,24000,1972,1976,293007,,,N,,1970,1972,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518619&quad=Miracle Hot Springs&state=CA&grid=7.5X7.5&series=Map GeoPDF
Miracle Hot Springs,CA,24000,1972,1986,293005,1985,1985,N,,1983,1983,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518617&quad=Miracle Hot Springs&state=CA&grid=7.5X7.5&series=Map GeoPDF
Miracle Hot Springs,CA,24000,1972,1994,101604,1985,1985,N,,1983,,1989,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518615&quad=Miracle Hot Springs&state=CA&grid=7.5X7.5&series=Map GeoPDF
Miramonte,CA,24000,1966,1967,101605,,,N,,1963,1966,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518621&quad=Miramonte&state=CA&grid=7.5X7.5&series=Map GeoPDF
Miramonte Ranch,CA,31680,1930,1947,296322,,,N,,,,,1927,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499705&quad=Lost Hills NE&state=CA&grid=7.5X7.5&series=Map GeoPDF
Miramonte Ranch,CA,31680,1930,,296321,,,N,,,,,1927,NAD,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5499703&quad=Lost Hills NE&state=CA&grid=7.5X7.5&series=Map GeoPDF
Miranda,CA,24000,1970,1974,293009,,,N,1,1968,1970,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518633&quad=Miranda&state=CA&grid=7.5X7.5&series=Map GeoPDF
Miranda,CA,24000,1970,1974,101607,,,N,,1968,1970,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518631&quad=Miranda&state=CA&grid=7.5X7.5&series=Map GeoPDF
Miranda Pine Mountain,CA,24000,1995,2000,101606,1995,,N,,1994,,,,NAD27,Lambert Conformal Conic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518623&quad=Miranda Pine Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Miranda Pine Mtn,CA,24000,1967,1969,293013,,,N,,1964,1967,,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518627&quad=Miranda Pine Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
Miranda Pine Mtn,CA,24000,1967,1980,293014,,,N,,1964,1967,1974,,NAD27,Polyconic,N,N,N,N,N,N,N,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,,English,http://ims.er.usgs.gov/gda_services/download?item_id=5518629&quad=Miranda Pine Mountain&state=CA&grid=7.5X7.5&series=Map GeoPDF
